BOROUGH,Cultural Venue Type,additional_contact_name,address1,address2,address3,alternativenames,borough_code,borough_name,building_name,contact_name,easting,fid_london_ward,greenflagcommunityaward,gss_code,latitude,longitude,northing,os_addressbase_uprn,rm_organisation_name,runtime,site_name,ward,ward_2018_code,ward_2018_name,ward_code,ward_code_2018,ward_name_2018,website
Haringey,Pubs,,18 Hornsey High St,London,Hornsey,,E09000014,Haringey,,,530285.9646984218,,,E09000014,51.58710736557653,-0.12078596228095219,189255.92150775215,,,04/20/2020,Tav,,E05000273,Hornsey,,,,
Haringey,Pubs,,67 High Street,Hornsey,London,,E09000014,Haringey,,,530576.9646194429,,,E09000014,51.58799260326127,-0.11654869339649206,189361.92147902906,,,04/20/2020,Great Northern Railway Tavern,,E05000273,Hornsey,,,,
Haringey,Pubs,,2 Crouch End Hill,London,Crouch End,,E09000014,Haringey,,,530043.9647657484,,,E09000014,51.57796102294154,-0.12465573111881126,188231.921786631,,,04/20/2020,Kings Head,,E05000269,Crouch End,,,,
Haringey,Pubs,,23 Crouch End Hill,Hornsey,Crouch End,,E09000014,Haringey,,,530065.9647597881,,,E09000014,51.57757851602473,-0.12435395759883704,188189.92179807735,,,04/20/2020,Railway Tavern,,E05000269,Crouch End,,,,
Haringey,Pubs,,120 Park Road,Hornsey,Crouch End,,E09000014,Haringey,,,529829.9648240965,,,E09000014,51.58284508661178,-0.12754361136294043,188769.92163933994,,,04/20/2020,Princess Alexandra,,E05000274,Muswell Hill,,,,
Haringey,Pubs,,169 Priory Road,Hornsey,Crouch End,,E09000014,Haringey,,,529448.9649276042,,,E09000014,51.58726418975233,-0.13286188667070248,189251.92150918918,,,04/20/2020,Priory,,E05000274,Muswell Hill,,,,
Haringey,Pubs,,"22 Topsfield Parade, Tottenham Lane",Hornsey,Crouch End,,E09000014,Haringey,,,530194.9647236812,,,E09000014,51.58100857110192,-0.12235087837117778,188574.92169280705,,,04/20/2020,Small Beer,,E05000269,Crouch End,,,,
Haringey,Pubs,,70 Park Road,Crouch End,London,,E09000014,Haringey,,,529931.9647960352,,,E09000014,51.58169827767197,-0.1261185058882102,188644.92167366337,,,04/20/2020,Maynard Arms,,E05000274,Muswell Hill,,,,
Haringey,Pubs,,18-20 Park Road,Hornsey,Crouch End,,E09000014,Haringey,,,530041.9647658512,,,E09000014,51.58079224485423,-0.12456809366377283,188546.92170048354,,,04/20/2020,Kiss the Sky,,E05000269,Crouch End,,,,
Haringey,Pubs,,21 Park Road,Hornsey,Crouch End,,E09000014,Haringey,,,530013.964773575,,,E09000014,51.58068187478735,-0.12497676848535172,188533.92170404893,,,04/20/2020,Banners,,E05000269,Crouch End,,,,
Haringey,Pubs,,159A Tottenham Lane,Hornsey,London,,E09000014,Haringey,,,530385.9646707262,,,E09000014,51.582051816352454,-0.11955105157052755,188695.92165987764,,,04/20/2020,Art House,,E05000269,Crouch End,,,,
Haringey,Pubs,,26 Broadway Parade,Hornsey,Crouch End,,E09000014,Haringey,,,530188.9647254623,,,E09000014,51.58047076460239,-0.12245963494987754,188514.92170917598,,,04/20/2020,Queens,,E05000269,Crouch End,,,,
Haringey,Pubs,,5 Tottenham Lane,Hornsey,London,,E09000014,Haringey,,,530889.9645339763,,,E09000014,51.58588006581341,-0.1121178703634694,189134.92154136044,,,04/20/2020,Funky Brownz,,E05000273,Hornsey,,,,
Haringey,Pubs,,153 Crouch Hill,London,Crouch End,,E09000014,Haringey,,,530137.9647401506,,,E09000014,51.57727434155179,-0.12332735080713549,188157.92180667957,,,04/20/2020,Harringay Arms,,E05000269,Crouch End,,,,
Westminster,Pubs,,383 Euston Road,London,Regents Park,,E09000033,City of Westminster,,,528914.9650713095,,,E09000033,51.52367917843208,-0.14316206268658935,182162.92343643552,,,04/20/2020,Greene Man,,E05000641,Marylebone High Street,,,,
Westminster,Pubs,,"Inner Circle, Regent's Park",London,Regents Park,,E09000033,City of Westminster,,,528119.9652863886,,,E09000033,51.52829945839654,-0.1544355098163268,182656.92330100574,,,04/20/2020,Regent's Bar & Kitchen,,E05000643,Regent's Park,,,,
Westminster,Pubs,,98 Park Road,London,Regents Park,,E09000033,City of Westminster,,,527743.9653887821,,,E09000033,51.52525708697103,-0.15997901510824386,182308.92339640233,,,04/20/2020,Windsor Castle,,E05000643,Regent's Park,,,,
Westminster,Pubs,,137 Gloucester Place,London,Marylebone,,E09000033,City of Westminster,,,527737.9653908086,,,E09000033,51.52231071186929,-0.16018433378443533,181980.92348530656,,,04/20/2020,Allsop Arms,,E05000632,Bryanston and Dorset Square,,,,
Westminster,Pubs,,48 Chapel Street,London,Marylebone,,E09000033,City of Westminster,,,527290.9655132941,,,E09000033,51.519688462282105,-0.16673324170963505,181677.9235665421,,,04/20/2020,Chapel,,E05000632,Bryanston and Dorset Square,,,,
Westminster,Pubs,,43-47 Marylebone Road,London,Marylebone,,E09000033,City of Westminster,,,527959.9653301857,,,E09000033,51.52191900507461,-0.15700000527204686,181942.92349556618,,,04/20/2020,Globe,,E05000641,Marylebone High Street,,,,
Westminster,Pubs,,"7 Station Approach, Marylebone Road",London,Marylebone,,E09000033,City of Westminster,,,528026.9653117553,,,E09000033,51.52278455982761,-0.15599921932540575,182040.92346877855,,,04/20/2020,Metropolitan Bar,,E05000643,Regent's Park,,,,
Westminster,Pubs,,6 Daventry Street,London,Marylebone,,E09000033,City of Westminster,,,527255.965522653,,,E09000033,51.52141286223613,-0.16716847382415256,181868.92351550085,,,04/20/2020,Phoenix,,E05000634,Church Street,,,,
Westminster,Pubs,,21 Balcombe Street,London,Marylebone,,E09000033,City of Westminster,,,527620.965422632,,,E09000033,51.52352341777877,-0.16182204032841402,182112.92344972992,,,04/20/2020,Sir John Balcombe,,E05000632,Bryanston and Dorset Square,,,,
Westminster,Pubs,,Melcombe Place,London,Marylebone,,E09000033,City of Westminster,,,527541.9654442804,,,E09000033,51.52309189581313,-0.16297823802244105,182062.9234633281,,,04/20/2020,Sports Bar & Grill,,E05000632,Bryanston and Dorset Square,,,,
Westminster,Pubs,,Marylebone Station,London,Marylebone,,E09000033,City of Westminster,,,527541.9654442804,,,E09000033,51.52309189581313,-0.16297823802244105,182062.9234633281,,,04/20/2020,Victoria & Albert Bars,,E05000632,Bryanston and Dorset Square,,,,
Westminster,Pubs,,91 Bell Street,London,Marylebone,,E09000033,City of Westminster,,,527352.9654960529,,,E09000033,51.52217289167316,-0.1657396835767907,181955.9234922289,,,04/20/2020,Bell Inn,,E05000634,Church Street,,,,
Westminster,Pubs,,47 Lisson Grove,London,Marylebone,,E09000033,City of Westminster,,,527357.9654946434,,,E09000033,51.52252225891276,-0.16565356206810922,181994.92348178045,,,04/20/2020,Globe,,E05000634,Church Street,,,,
Westminster,Pubs,,11 Shroton Street,London,Marylebone,,E09000033,City of Westminster,,,527289.9655132239,,,E09000033,51.522573521067386,-0.16663173230397413,181998.923480767,,,04/20/2020,Perseverance,,E05000634,Church Street,,,,
Westminster,Pubs,,245-247 Baker Street,London,Marylebone,,E09000033,City of Westminster,,,527849.9653600164,,,E09000033,51.52366040331331,-0.1585153670701705,182133.92344365624,,,04/20/2020,Volunteer,,E05000632,Bryanston and Dorset Square,,,,
Westminster,Pubs,,1 Kilburn High Road,London,Kilburn,,E09000033,City of Westminster,,,525624.9659646791,,,E09000033,51.535042612093356,-0.1901382600846048,183344.92311395484,,,04/20/2020,Queens Arms,,E05000640,Maida Vale,,,,
Westminster,Pubs,,96 Clifton Hill,St John's Wood,,,E09000033,City of Westminster,,,526007.9658604001,,,E09000033,51.53617958549649,-0.18457050126795685,183480.92307635944,,,04/20/2020,Clifton,,E05000630,Abbey Road,,,,
Westminster,Pubs,,2 Allitsen Road,St John's Wood,,,E09000033,City of Westminster,,,527281.9655137591,,,E09000033,51.535462694206366,-0.16622895692492634,183432.9230905107,,,04/20/2020,New Inn,,E05000630,Abbey Road,,,,
Westminster,Pubs,,2 St Ann's Terrace,London,St John's Wood,,E09000033,City of Westminster,,,526908.9656148001,,,E09000033,51.53452206053696,-0.17164503930750705,183318.9231210486,,,04/20/2020,Duke Of York,,E05000630,Abbey Road,,,,
Westminster,Pubs,,29 Ordnance Hill,St John's Wood,,,E09000033,City of Westminster,,,526892.9656194635,,,E09000033,51.535990539412936,-0.1718168753946218,183481.92307702656,,,04/20/2020,Ordnance Arms,,E05000630,Abbey Road,,,,
Westminster,Pubs,,52 Church Street,St John's Wood,,,E09000033,City of Westminster,,,527073.9655719181,,,E09000033,51.52406003671312,-0.1696857717804466,182158.92343814718,,,04/20/2020,Traders Inn,,E05000634,Church Street,,,,
Westminster,Pubs,,95 Church Street,St John's Wood,,,E09000033,City of Westminster,,,526960.9656027679,,,E09000033,51.52244978371279,-0.1713792791945752,181976.92348673177,,,04/20/2020,Lord High Admiral,,E05000634,Church Street,,,,
Westminster,Pubs,,24 Aberdeen Place,St John's Wood,,,E09000033,City of Westminster,,,526668.965681797,,,E09000033,51.525570881240036,-0.1754636754248002,182316.9233951397,,,04/20/2020,Crocker's Folly,,E05000643,Regent's Park,,,,
Westminster,Pubs,,1 Orchardson Street,St John's Wood,,,E09000033,City of Westminster,,,526731.9656648082,,,E09000033,51.52410085844367,-0.17461428150431424,182154.9234388576,,,04/20/2020,Three Falcons,,E05000634,Church Street,,,,
Westminster,Pubs,,St John's Wood Road,St John's Wood,,,E09000033,City of Westminster,,,526789.9656483239,,,E09000033,51.528365688351805,-0.17360743391698782,182630.92330932425,,,04/20/2020,Lord's Tavern,,E05000643,Regent's Park,,,,
Westminster,Pubs,,51 Horseferry Road,London,Westminster,,E09000033,City of Westminster,,,529958.9647868152,,,E09000033,51.49463730111284,-0.1293027638862511,178957.92430631863,,,04/20/2020,Loose Box,,E05000646,Vincent Square,,,,
Westminster,Pubs,,"Stafford Hotel, 16/18 St James's Place",London,St James's,,E09000033,City of Westminster,,,529159.9650048227,,,E09000033,51.505910076708176,-0.14035444880398273,180191.92397267517,,,04/20/2020,American Bar,,E05000644,St. James's,,,,
Westminster,Pubs,,6 Bennet Street,London,St James's,,E09000033,City of Westminster,,,529160.9650047747,,,E09000033,51.50700625134445,-0.1402953838234287,180313.92393960227,,,04/20/2020,Blue Posts,,E05000644,St. James's,,,,
Westminster,Pubs,,St James's Park,London,St James's,,E09000033,City of Westminster,,,529873.9648103061,,,E09000033,51.50303257132818,-0.13018359198172438,179889.92405489495,,,04/20/2020,St James's Cafe,,E05000644,St. James's,,,,
Westminster,Pubs,,33 Whitehall,London,Whitehall,,E09000033,City of Westminster,,,530094.9647505855,,,E09000033,51.50642375737434,-0.1268600554167267,180272.92394957115,,,04/20/2020,Silver Cross,,E05000644,St. James's,,,,
Westminster,Pubs,,37 Whitehall,London,Whitehall,,E09000033,City of Westminster,,,530094.9647505855,,,E09000033,51.50642375737434,-0.1268600554167267,180272.92394957115,,,04/20/2020,Old Shades,,E05000644,St. James's,,,,
Westminster,Pubs,,15 Craig's Court,London,Whitehall,,E09000033,City of Westminster,,,530074.964756109,,,E09000033,51.50702148824064,-0.12712373534316387,180338.92393147724,,,04/20/2020,Walker's of Whitehall,,E05000644,St. James's,,,,
Westminster,Pubs,,18 Whitehall,London,Whitehall,,E09000033,City of Westminster,,,530049.964762879,,,E09000033,51.50646106509365,-0.127506981228315,180275.92394883378,,,04/20/2020,Lord Moon of the Mall,,E05000644,St. James's,,,,
Westminster,Pubs,,53 Whitehall,London,Whitehall,,E09000033,City of Westminster,,,530103.9647481077,,,E09000033,51.50619701645201,-0.12673966842578474,180247.92395642662,,,04/20/2020,Clarence,,E05000644,St. James's,,,,
Westminster,Pubs,,King's Reach Victoria Embankment,London,Charing Cross,,E09000033,City of Westminster,,,530422.9646610363,,,E09000033,51.505647257817635,-0.1221654704527079,180194.92397049972,,,04/20/2020,Tattershall Castle,,E05000644,St. James's,,,,
Westminster,Pubs,,10 Bridge Street,London,Westminster,,E09000033,City of Westminster,,,530226.9647142785,,,E09000033,51.50117203215726,-0.12517359254024377,179691.9241092729,,,04/20/2020,St Stephen's Tavern,,E05000644,St. James's,,,,
Westminster,Pubs,,48 Parliament Street,London,Whitehall,,E09000033,City of Westminster,,,530187.9647249163,,,E09000033,51.50213361292923,-0.12569605030648393,179797.92408009322,,,04/20/2020,Red Lion,,E05000644,St. James's,,,,
Westminster,Pubs,,8 Sir Simon Milton Square,London,Victoria,,E09000033,City of Westminster,,,528947.9650613321,,,E09000033,51.49740288423488,-0.14375523750840952,179239.92423018388,,,04/20/2020,Rail House Cafe,,E05000644,St. James's,,,,
Westminster,Pubs,,6 Sir Simon Milton Square,London,Victoria,,E09000033,City of Westminster,,,528947.9650613321,,,E09000033,51.49740288423488,-0.14375523750840952,179239.92423018388,,,04/20/2020,Flight Club,,E05000644,St. James's,,,,
Westminster,Pubs,,39 Palace Street,London,Victoria,,E09000033,City of Westminster,,,529186.964996317,,,E09000033,51.49857059050034,-0.14026435005139984,179375.92419368756,,,04/20/2020,Cask & Glass,,E05000644,St. James's,,,,
Westminster,Pubs,,14 Palace Street,London,Victoria,,E09000033,City of Westminster,,,529059.9650309073,,,E09000033,51.49872538898968,-0.14208782202730388,179389.9241897007,,,04/20/2020,Phoenix,,E05000644,St. James's,,,,
Westminster,Pubs,,12 Palace Street,London,Victoria,,E09000033,City of Westminster,,,529059.9650309073,,,E09000033,51.49872538898968,-0.14208782202730388,179389.9241897007,,,04/20/2020,Other Palace Bar,,E05000644,St. James's,,,,
Westminster,Pubs,,"Nova, 170 Victoria Street",London,Victoria,,E09000033,City of Westminster,,,528967.965055852,,,E09000033,51.49677822794659,-0.14349248487709115,179170.92424890952,,,04/20/2020,Greenwood,,E05000644,St. James's,,,,
Westminster,Pubs,,"Nova, 85 Buckingham Palace Road",London,Victoria,,E09000033,City of Westminster,,,528967.965055852,,,E09000033,51.49677822794659,-0.14349248487709115,179170.92424890952,,,04/20/2020,Sourced Market,,E05000644,St. James's,,,,
Westminster,Pubs,,191 Victoria Street,London,Victoria,,E09000033,City of Westminster,,,528909.9650716257,,,E09000033,51.496476901007576,-0.14434033786808392,179135.9242583569,,,04/20/2020,Market Hall Victoria,,E05000647,Warwick,,,,
Westminster,Pubs,,"Retail Unit 1, 60 Victoria Street",London,Victoria,,E09000033,City of Westminster,,,529356.9649499791,,,E09000033,51.497516231897514,-0.13785804352096592,179262.92422440095,,,04/20/2020,All Bar One,,E05000644,St. James's,,,,
Westminster,Pubs,,25 Wilfred Street,London,Victoria,,E09000033,City of Westminster,,,529256.9649772621,,,E09000033,51.4986804209224,-0.1392513403129995,179389.92419001716,,,04/20/2020,Colonies,,E05000644,St. James's,,,,
Westminster,Pubs,,"Zig Zag Building, 70 Victoria Street",London,Victoria,,E09000033,City of Westminster,,,529316.9649608613,,,E09000033,51.497327662791385,-0.13844202220305027,179240.92423029052,,,04/20/2020,M Bar Victoria St,,E05000644,St. James's,,,,
Westminster,Pubs,,18-20 Broadway,London,Westminster,,E09000033,City of Westminster,,,529696.9648577127,,,E09000033,51.49934362194665,-0.13288484680335472,179474.92416769604,,,04/20/2020,Feathers,,E05000644,St. James's,,,,
Westminster,Pubs,,66 Broadway,London,Westminster,,E09000033,City of Westminster,,,529655.9648688282,,,E09000033,51.499982099621256,-0.13344947326981146,179544.92414888594,,,04/20/2020,Old Star,,E05000644,St. James's,,,,
Westminster,Pubs,,61-71 Victoria Street (entrance in Strutton Ground),London,Westminster,,E09000033,City of Westminster,,,529556.9648955202,,,E09000033,51.49739858042187,-0.13498138588413897,179254.92422676,,,04/20/2020,Munich Cricket Club,,E05000644,St. James's,,,,
Westminster,Pubs,,52 Victoria Street,London,Westminster,,E09000033,City of Westminster,,,529516.964906427,,,E09000033,51.49779417355501,-0.13554152679670484,179297.92421515804,,,04/20/2020,Albert,,E05000644,St. James's,,,,
Westminster,Pubs,,St. Ermin's Hotel 2 Caxton Street,London,Westminster,,E09000033,City of Westminster,,,529625.9648769073,,,E09000033,51.49881169232817,-0.13392954320804057,179413.92418405536,,,04/20/2020,Caxton Bar & Grill,,E05000644,St. James's,,,,
Westminster,Pubs,,39 Dartmouth Street,London,Westminster,,E09000033,City of Westminster,,,529780.9648349999,,,E09000033,51.50050164085273,-0.13162720485409274,179605.9241325842,,,04/20/2020,Two Chairmen,,E05000644,St. James's,,,,
Westminster,Pubs,,62 Petty France,London,Westminster,,E09000033,City of Westminster,,,529417.9649334407,,,E09000033,51.499110937963614,-0.13691414077792985,179441.9241762709,,,04/20/2020,Buckingham Arms,,E05000644,St. James's,,,,
Westminster,Pubs,,81 Petty France,London,Westminster,,E09000033,City of Westminster,,,529505.9649094885,,,E09000033,51.49940534421337,-0.13563423377304007,179476.92416701437,,,04/20/2020,Adam & Eve,,E05000644,St. James's,,,,
Westminster,Pubs,,33 Tothill Street,London,Westminster,,E09000033,City of Westminster,,,529769.96483796,,,E09000033,51.49956952980182,-0.13182382898092876,179501.92416047904,,,04/20/2020,Sanctuary House Hotel,,E05000644,St. James's,,,,
Westminster,Pubs,,45 Tothill Street,London,Westminster,,E09000033,City of Westminster,,,529722.9648506816,,,E09000033,51.49957132033908,-0.13250093002964067,179500.9241607283,,,04/20/2020,Blue Boar Smokehouse & Bar,,E05000644,St. James's,,,,
Westminster,Pubs,,23 Francis Street,London,Westminster,,E09000033,City of Westminster,,,529371.9649457876,,,E09000033,51.495095325859,-0.13774064938793026,178993.92429690558,,,04/20/2020,Windsor Castle,,E05000646,Vincent Square,,,,
Westminster,Pubs,,2 Greencoat Place,London,Westminster,,E09000033,City of Westminster,,,529493.9649126284,,,E09000033,51.496298626649015,-0.13593394004430015,179130.92426004988,,,04/20/2020,Greencoat Boy,,E05000646,Vincent Square,,,,
Westminster,Pubs,,17-19 Artillery Row,London,Westminster,,E09000033,City of Westminster,,,529526.9649036764,,,E09000033,51.49707293347778,-0.13542689948890899,179217.92423667543,,,04/20/2020,Slug & Lettuce,,E05000644,St. James's,,,,
Westminster,Pubs,,86 Horseferry Road,London,Westminster,,E09000033,City of Westminster,,,529824.9648230115,,,E09000033,51.49503651899408,-0.13121688875929127,178998.92429541063,,,04/20/2020,White Horse & Bower,,E05000644,St. James's,,,,
Westminster,Pubs,,104 Horseferry Road,London,Westminster,,E09000033,City of Westminster,,,529824.9648230115,,,E09000033,51.49503651899408,-0.13121688875929127,178998.92429541063,,,04/20/2020,Barley Mow,,E05000644,St. James's,,,,
Westminster,Pubs,,46 Great Peter Street,London,Westminster,,E09000033,City of Westminster,,,529743.9648449376,,,E09000033,51.49694233902651,-0.13230588356315368,179208.92423909786,,,04/20/2020,Speaker,,E05000644,St. James's,,,,
Westminster,Pubs,,2 Strutton Ground,London,Westminster,,E09000033,City of Westminster,,,529619.964878469,,,E09000033,51.497195428297374,-0.13408202774717817,179233.92423240014,,,04/20/2020,Grafton Arms,,E05000644,St. James's,,,,
Westminster,Pubs,,69 Vincent Square,London,Pimlico,,E09000033,City of Westminster,,,529471.9649185378,,,E09000033,51.494416412390486,-0.13632769732291397,178920.92431654822,,,04/20/2020,Grange Rochester Hotel Bar,,E05000646,Vincent Square,,,,
Westminster,Pubs,,9-10 Storey's Gate,London,Westminster,,E09000033,City of Westminster,,,529887.9648060489,,,E09000033,51.50062087743371,-0.13008063804577244,179621.92412829038,,,04/20/2020,Westminster Arms,,E05000644,St. James's,,,,
Westminster,Pubs,,41 Romney Street,London,Westminster,,E09000033,City of Westminster,,,530068.9647570995,,,E09000033,51.495160227834674,-0.1276966220233075,179018.92428991193,,,04/20/2020,Marquis of Granby,,E05000644,St. James's,,,,
Westminster,Pubs,,2 Regency Street,London,Westminster,,E09000033,City of Westminster,,,529738.964846215,,,E09000033,51.49402275061104,-0.13249730156382808,178883.924326327,,,04/20/2020,Royal Oak,,E05000646,Vincent Square,,,,
Westminster,Pubs,,DoubleTree by Hilton Hotel 30 John Islip Street,London,Pimlico,,E09000033,City of Westminster,,,530125.9647417367,,,E09000033,51.4933048198117,-0.12695153563764194,178813.92434474884,,,04/20/2020,Millbank Lounge,,E05000646,Vincent Square,,,,
Westminster,Pubs,,58 Millbank,London,Pimlico,,E09000033,City of Westminster,,,530005.9647747679,,,E09000033,51.48930629588936,-0.12884399401411673,178365.9244665067,,,04/20/2020,Morpeth Arms,,E05000646,Vincent Square,,,,
Westminster,Pubs,,250 Vauxhall Bridge Road,London,Pimlico,,E09000033,City of Westminster,,,529200.9649922821,,,E09000033,51.49401102771256,-0.14024831868810583,178868.92433067638,,,04/20/2020,Brass Monkey,,E05000646,Vincent Square,,,,
Westminster,Pubs,,91 Wilton Road,London,Pimlico,,E09000033,City of Westminster,,,529169.9650006494,,,E09000033,51.49264310489692,-0.14075059271735205,178715.92437205242,,,04/20/2020,Prince of Wales,,E05000647,Warwick,,,,
Westminster,Pubs,,172 Vauxhall Bridge Road,London,Pimlico,,E09000033,City of Westminster,,,529307.964963125,,,E09000033,51.493303584230794,-0.13873568358330376,178792.92435112956,,,04/20/2020,Jugged Hare,,E05000646,Vincent Square,,,,
Westminster,Pubs,,27 Gillingham Street,London,Pimlico,,E09000033,City of Westminster,,,529093.9650213845,,,E09000033,51.49362204695754,-0.14180560642713047,178822.92434317444,,,04/20/2020,Brougham,,E05000647,Warwick,,,,
Westminster,Pubs,,"Unit 5, Upper Concourse, Victoria Station, Terminus Place",London,Victoria,,E09000033,City of Westminster,,,528914.9650701795,,,E09000033,51.494974943213855,-0.1443293284531723,178968.9243036681,,,04/20/2020,Wetherspoon's,,E05000647,Warwick,,,,
Westminster,Pubs,,"Eastern Concourse, Victoria Station",London,Victoria,,E09000033,City of Westminster,,,528914.9650701795,,,E09000033,51.494974943213855,-0.1443293284531723,178968.9243036681,,,04/20/2020,Beer House,,E05000647,Warwick,,,,
Westminster,Pubs,,Victoria Main Line Station Platforms 14-15,London,Victoria,,E09000033,City of Westminster,,,528914.9650701795,,,E09000033,51.494974943213855,-0.1443293284531723,178968.9243036681,,,04/20/2020,Sloe Bar & Cafe,,E05000647,Warwick,,,,
Westminster,Pubs,,Unit 59 1st floor Victoria Main Line Station Terminus Place,London,Victoria,,E09000033,City of Westminster,,,528885.9650781164,,,E09000033,51.49573645181029,-0.1447161838737973,179052.9242808699,,,04/20/2020,Sports Bar & Grill Victoria,,E05000647,Warwick,,,,
Westminster,Pubs,,25 Wilton Road,London,Victoria,,E09000033,City of Westminster,,,529045.9650345405,,,E09000033,51.49534051089534,-0.14242720960158228,179012.92429175013,,,04/20/2020,Willow Walk,,E05000647,Warwick,,,,
Westminster,Pubs,,DoubleTree by Hilton 2 Bridge Place,London,Victoria,,E09000033,City of Westminster,,,528982.965051614,,,E09000033,51.49395291180724,-0.1433912314202891,178856.9243340257,,,04/20/2020,2 Bridge Place,,E05000647,Warwick,,,,
Westminster,Pubs,,14 Belgrave Road,London,Pimlico,,E09000033,City of Westminster,,,528884.9650782493,,,E09000033,51.493292231068466,-0.14482987061454525,178780.92435470293,,,04/20/2020,St George's Tavern,,E05000647,Warwick,,,,
Westminster,Pubs,,11 Warwick Way,London,Pimlico,,E09000033,City of Westminster,,,529260.964975881,,,E09000033,51.49255043302988,-0.13944344276148624,178707.92437411606,,,04/20/2020,Queens Arms,,E05000647,Warwick,,,,
Westminster,Pubs,,25 Warwick Way,London,Pimlico,,E09000033,City of Westminster,,,529260.964975881,,,E09000033,51.49255043302988,-0.13944344276148624,178707.92437411606,,,04/20/2020,Warwick,,E05000647,Warwick,,,,
Westminster,Pubs,,50 Warwick Way,London,Pimlico,,E09000033,City of Westminster,,,529190.9649950779,,,E09000033,51.49189239814771,-0.14047862715152692,178632.92439445428,,,04/20/2020,Marquis of Westminster,,E05000647,Warwick,,,,
Westminster,Pubs,,6 Charlwood Street,London,Pimlico,,E09000033,City of Westminster,,,529414.9649345425,,,E09000033,51.49108632594291,-0.1372846427694419,178548.92441689462,,,04/20/2020,Cask Pub & Kitchen,,E05000645,Tachbrook,,,,
Westminster,Pubs,,42 Churton Street,London,Pimlico,,E09000033,City of Westminster,,,529277.96497161,,,E09000033,51.4915130573908,-0.13924079148987728,178592.92440515547,,,04/20/2020,Constitution,,E05000647,Warwick,,,,
Westminster,Pubs,,85 Tachbrook Street,London,Pimlico,,E09000033,City of Westminster,,,529570.9648927551,,,E09000033,51.489729566594804,-0.13509278172648734,178401.92445650767,,,04/20/2020,Pride Of Pimlico,,E05000645,Tachbrook,,,,
Westminster,Pubs,,14 Vauxhall Bridge Road,London,Pimlico,,E09000033,City of Westminster,,,529827.9648228458,,,E09000033,51.490137992928254,-0.13137403345072185,178453.9244424551,,,04/20/2020,White Swan,,E05000646,Vincent Square,,,,
Westminster,Pubs,,43 Vauxhall Bridge Road,London,Pimlico,,E09000033,City of Westminster,,,529604.96488297,,,E09000033,51.49083615265286,-0.13455785021516928,178525.924422935,,,04/20/2020,Moo Cantina Argentina,,E05000645,Tachbrook,,,,
Westminster,Pubs,,1 Lupus Street,London,Pimlico,,E09000033,City of Westminster,,,529617.9648804958,,,E09000033,51.48867633022239,-0.13445874366874344,178285.9244879203,,,04/20/2020,Gallery,,E05000645,Tachbrook,,,,
Westminster,Pubs,,79 Grosvenor Road,London,Pimlico,,E09000033,City of Westminster,,,529817.9648268048,,,E09000033,51.48662643070833,-0.1316616298052021,178062.92454874876,,,04/20/2020,Grosvenor,,E05000645,Tachbrook,,,,
Westminster,Pubs,,Dolphin Square (by Chichester Street),London,Pimlico,,E09000033,City of Westminster,,,529477.9649195494,,,E09000033,51.48699187899279,-0.13654405318759022,178094.92453961266,,,04/20/2020,Dolphin Bar & Grill,,E05000645,Tachbrook,,,,
Westminster,Pubs,,1a Sutherland Street,London,Pimlico,,E09000033,City of Westminster,,,528760.9651140029,,,E09000033,51.48897976809786,-0.14679111314672355,178297.92448521504,,,04/20/2020,White Ferry House,,E05000633,Churchill,,,,
Westminster,Pubs,,"Nova Building, 77 Buckingham Palace Road",London,Victoria,,E09000033,City of Westminster,,,528919.965068952,,,E09000033,51.497337368727095,-0.1441613031224928,179231.92423232284,,,04/20/2020,Vagabond,,E05000644,St. James's,,,,
Westminster,Pubs,,23 Grosvenor Gardens,London,Victoria,,E09000033,City of Westminster,,,528820.9650959008,,,E09000033,51.49723409812578,-0.1455918130624168,179217.92423602368,,,04/20/2020,23 Grosvenor Gardens,,E05000644,St. James's,,,,
Westminster,Pubs,,14 Lower Belgrave Street,London,Belgravia,,E09000033,City of Westminster,,,528661.9651391676,,,E09000033,51.496874846882726,-0.14789712738371028,179173.92424784316,,,04/20/2020,Plumbers Arms,,E05000637,Knightsbridge and Belgravia,,,,
Westminster,Pubs,,1 Lower Belgrave Street,London,Victoria,,E09000033,City of Westminster,,,528776.9651077815,,,E09000033,51.4956084887116,-0.1462917113564514,179035.9242854537,,,04/20/2020,Victoria,,E05000647,Warwick,,,,
Westminster,Pubs,,6 Buckingham Palace Road,London,Victoria,,E09000033,City of Westminster,,,528990.9650496921,,,E09000033,51.49863327988314,-0.14308569735652302,179377.92419284,,,04/20/2020,Bag O'Nails,,E05000644,St. James's,,,,
Westminster,Pubs,,43 Buckingham Palace Road,London,Victoria,,E09000033,City of Westminster,,,528990.9650496921,,,E09000033,51.49863327988314,-0.14308569735652302,179377.92419284,,,04/20/2020,BBar & Restaurant,,E05000644,St. James's,,,,
Westminster,Pubs,,Rubens Hotel 39/41 Buckingham Palace Road,London,Victoria,,E09000033,City of Westminster,,,528985.9650510431,,,E09000033,51.49843670727837,-0.14316572818168288,179355.9241987925,,,04/20/2020,New York Bar,,E05000644,St. James's,,,,
Westminster,Pubs,,50 Buckingham Palace Road,London,Victoria,,E09000033,City of Westminster,,,528864.9650839057,,,E09000033,51.496990419159495,-0.1449677937709339,179191.92424312612,,,04/20/2020,Balls Brothers,,E05000644,St. James's,,,,
